Record ID,Business Name,Address,License Type,License Category,Expiration Date,Neighborhood,Council District,ZIP Code,Street Number,Street Prefix,Street Name,Street Type,Parcel ID,Address ID,Longitude,Latitude,ObjectId,x,y
BUS2006-01004,"CORKTOWN FUELS, INC.",1715 Michigan Ave,Gas Station License,GasStation,2025-08-31,Corktown,6.0,48216,1715,,Michigan,Ave,08000512.002L,238971,-83.0696085,42.331149,114,-9247266.51861659,5210713.75701746
BUS2006-01011,"MASON'S ENTERPRISE, INC.",11701 E McNichols Rd,Restaurant License,FoodServices,2025-05-31,Von Steuben,3.0,48205,11701,E,McNichols,Rd,21020162-6,202104,-83.003004,42.42069,115,-9239852.13959205,5224206.56791275
BUS2006-00432,"PARK RITE, INC.",238 W LAFAYETTE,Parking Lot License,LPTV,2026-01-31,,6.0,,238,W,Lafayette W,,,,-83.049921795118,42.330887917413,116,-9245075.00465373,5210674.44294692
BUS2006-00981,MARISCOS EL KORITA LLC,1807 Livernois Ave,Restaurant License,FoodServices,2025-05-31,Central Southwest,6.0,48209,1807,,Livernois,Ave,18007124.,153900,-83.110086,42.314922,117,-9251772.45330517,5208270.58956894
BUS2006-00985,"MOE'S SERVICE STATION #3, INC.",12750 Schaefer Hwy,Gas Station License,GasStation,2025-08-31,Pride Area Community,7.0,48227,12750,,Schaefer,Hwy,22029805-21,213821,-83.1777525,42.382287,118,-9259305.05362894,5218417.31594322
BUS2006-00052,TWINS AUTO SALES INC,24310 Grand River Ave,Second Hand Store License,SecondHandSales,2025-10-31,Five Points,1.0,48219,24310,W,Grand River,Ave,22007703-15,493905,-83.279808,42.425865,119,-9270665.81992159,5224986.97015375
BUS2006-00623,"NUNNS BAR-B-Q RESTAURANT II, INC.",19196 Conant St,Restaurant License,FoodServices,2025-05-31,Pershing,3.0,48234,19196,,Conant,St,13025164.,285350,-83.074383,42.434316,120,-9247798.01352538,5226261.53945929
BUS2006-00671,GREAT PANDA GARDEN INC,7930 W Vernor Hwy,Restaurant License,FoodServices,2025-05-31,Springwells,6.0,48209,7930,W,Vernor,Hwy,20004317.,53460,-83.127168,42.311718,121,-9253674.01284691,5207788.26381814
BUS2006-00215,AMPCO SYSTEM PARKING,426 MONTCALM,Parking Lot License,LPTV,2026-01-31,,5.0,,426,E,Montcalm,St,,,-83.047539852844,42.340901655797,122,-9244809.84805269,5212182.43835799
BUS2006-00673,SKY AUTO SALES INC,19439 Joy Rd,Second Hand Store License,SecondHandSales,2025-10-31,Warrendale,7.0,48228,19439,,Joy,Rd,22002452-60,352832,-83.231829,42.357294,123,-9265324.82207282,5214651.52338198
BUS2006-01014,"ODM PARKING, LLC",240 W Adams Ave,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,240,W,Adams,Ave,02000373-4,484925,-83.0546685,42.335631,124,-9245603.40542414,5211388.68639673
BUS2006-01015,"ODM PARKING, LLC",215 W Elizabeth St,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48201,215,W,Elizabeth,St,02000395.,391346,-83.054394,42.336108,125,-9245572.84822392,5211460.5190622
BUS2006-00217,AMPCO SYSTEM PARKING,2100 ST. ANTOINE,Parking Lot License,LPTV,2026-01-31,,5.0,,2100,,Saint Antoine,St,,,-83.044210225338,42.34062002589,126,-9244439.19561419,5212140.02368174
BUS2006-00843,PLY PRODUCE AND DELI INC,19615 Plymouth Rd,Restaurant License,FoodServices,2025-05-31,Franklin Park,7.0,48228,19615,,Plymouth,Rd,22005390-4,215580,-83.234259,42.37164,127,-9265595.32843545,5216812.90782333
BUS2006-00504,CLIFF BELLS LLC,73 W Elizabeth St,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Downtown,6.0,,73,W,Elizabeth,St,02000391.,545203,-83.052621,42.336873,128,-9245375.47876674,5211575.72353122
BUS2007-00443,"GREAT LAKES AUTO, INC",6784 E Davison St,Second Hand Store License,SecondHandSales,2025-10-31,Grant,3.0,48212,6784,E,Davison,St,15003772-3,283040,-83.031849,42.423219,129,-9243063.15030398,5224587.93904705
BUS2007-00158,13000 E SEVEN MILE,13000 E Seven Mile,Restaurant License,FoodServices,2025-05-31,Von Steuben,3.0,48205,13000,E,Seven Mile,,21020816.,225585,-82.990944,42.434568,130,-9238509.62653308,5226299.54842448
BUS2007-00632,HOME APPLIANCES,15850 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,Pilgrim Village,2.0,48238,15850,,Livernois,Ave,12013221-2,28705,-83.14011,42.408459,131,-9255114.70969675,5222362.36015309
BUS2007-00672,MOTORCITY AUTO SALES,13864 E Eight Mile,Second Hand Store License,SecondHandSales,2025-10-31,Mohican Regent,3.0,48205,13864,E,Eight Mile,,21028232-5,221750,-82.981917,42.44922,132,-9237504.74548969,5228509.76110088
BUS2007-00005,,12947 Gratiot Ave,Second Hand Store License,SecondHandSales,2025-10-31,Gratiot-Findlay,4.0,48205,12947,,Gratiot,Ave,21028978.,351091,-82.9872315,42.421428,133,-9238096.35292351,5224317.85612046
BUS2007-00137,NEVADA LIQUOR STORE INC,2510 E Nevada St,Retailer License,Retail,2025-08-31,Cadillac Heights,3.0,48234,2510,E,Nevada,St,09013730.,279052,-83.077083,42.425514,134,-9248098.57615052,5224934.03648705
BUS2007-00596,TOP GEARZ AUTO LLC,3540 E Davison St,Second Hand Store License,SecondHandSales,2025-10-31,Campau/Banglatown,3.0,48212,3540,E,Davison,St,09006359-62,271998,-83.0625885,42.414723,135,-9246485.05579122,5223306.81014429
BUS2007-00179,,1545 Broadway St,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,1545,,Broadway,St,01004016-8,524616,-83.0491785,42.335937,136,-9244992.26141968,5211434.76766664
BUS2007-00123,"FRED & SONS #1 COLLISION SHOP, INC.",17600 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,University District,2.0,48221,17600,,Livernois,Ave,02004322-6,119393,-83.1406725,42.422292,137,-9255177.32691032,5224448.14641833
BUS2007-00266,"E & S CARRY OUT, INC.",13400 W McNichols Rd,Restaurant License,FoodServices,2025-05-31,Schulze,2.0,48235,13400,W,McNichols,Rd,22014110.,67921,-83.1776175,42.416856,138,-9259290.02549768,5223628.43317948
BUS2007-00315,MCDONALD'S USA LLC,13634 Grand River Ave,Restaurant License,FoodServices,2025-05-31,Grand River-I96,7.0,,13634,,Grand River,Ave,22008384-9,545470,-83.178981,42.385176,139,-9259441.80962338,5218852.70945118
BUS2007-00144,SEKLAOUI TRADING INC.,7355 BRYDEN,Second Hand Store License,SecondHandSales,2025-10-31,,6.0,,7355,,Bryden,St,,,-83.145049274223,42.346606949498,140,-9255664.54718814,5213041.72105806
BUS2007-00241,MR B'S SOUL FOOD INC,17600 W McNichols Rd,Restaurant License,FoodServices,2025-05-31,College Park,2.0,48235,17600,W,McNichols,Rd,22013848.,79958,-83.215773,42.415911,141,-9263537.47632864,5223485.9406117
BUS2007-00045,T J MOTORS INC,15230 Joy Rd,Second Hand Store License,SecondHandSales,2025-10-31,We Care Community,7.0,48228,15230,,Joy,Rd,22003061-5,216136,-83.194506,42.358383,142,-9261170.04471794,5214815.57603394
BUS2007-00083,"EL BARZON, INC.",3704 Junction St,Restaurant License,FoodServices,2025-05-31,Central Southwest,6.0,48210,3704,,Junction,St,16012978-9,151646,-83.110896,42.33069,143,-9251862.62209272,5210644.64045861
BUS2007-00104,STATE FAIR GAS INC.,19854 Woodward Ave,Gas Station License,GasStation,2025-08-31,Penrose,2.0,48203,19854,,Woodward,Ave,01009844.,50948,-83.11923,42.439005,144,-9252790.35872899,5226968.80274199
BUS2007-00347,"ELITE CAR MOTORS, INC.",11633 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,Oakman Blvd Community,7.0,48204,11633,,Livernois,Ave,16018159-69,74115,-83.1394305,42.373755,145,-9255039.06810276,5217131.59784578
BUS2007-00658,"7 D'S TOWING & STORAGE, INC.",5700 E Nevada St,Second Hand Store License,SecondHandSales,2025-10-31,Davison,3.0,48212,5700,E,Nevada,St,13007880-0,349505,-83.045997,42.425892,146,-9244638.09845972,5224991.04198654
BUS2007-00218,CAPTAIN JAY'S #119,14420 W Seven Mile,Restaurant License,FoodServices,2026-04-30,Seven Mile Lodge,2.0,48235,14420,W,Seven Mile,,22017358-68,351497,-83.188314,42.431067,147,-9260480.75443095,5225771.50898779
BUS2007-00038,"BOB MAXEY FORD, INC.",1560 E Jefferson Ave,Second Hand Store License,SecondHandSales,2025-10-31,Rivertown,5.0,48207,1560,E,Jefferson,Ave,07000065-73,348447,-83.029554,42.334803,148,-9242807.67207261,5211263.99702585
BUS2007-00062,ARIANA INC.,14700 E Eight Mile,Hotel License,Lodging,2025-06-30,Mohican Regent,3.0,48205,14700,E,Eight Mile, ,21028111-131,183188,-82.971999,42.449355,149,-9236400.67878,5228530.12787167
BUS2007-00124,"PARK-RITE DETROIT, INC.",1468 Randolph St,Parking Lot License,LPTV,2026-01-31,Downtown,5.0,48226,1468,,Randolph,St,01003936.,383172,-83.0457045,42.336189,150,-9244605.53750867,5211472.71711611
BUS2007-00138,HARPER CHECK CASHING,14449 Harper Ave,Second Hand Store License,SecondHandSales,2025-10-31,Outer Drive-Hayes,4.0,48224,14449,,Harper,Ave,21004379-81,297750,-82.963656,42.40521,151,-9235471.94026832,5221872.53171368
BUS2007-00162,GREAT CANADIAN FISH COMPANY,7601 E Seven Mile Rd,Restaurant License,FoodServices,2025-05-31,Nortown,3.0,48234,7601,E,Seven Mile,Rd,15005027-31,252124,-83.0260575,42.434145,152,-9242418.44347305,5226235.74774852
BUS2007-00170,1995 HOLDINGS,1995 Woodbridge St,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Rivertown,5.0,48207,1995,,Woodbridge,St,09000090.,240494,-83.026188,42.336009,153,-9242432.9706666,5211445.61035097
BUS1989-01754,TAMALERIA N L INC,2669 W Vernor Hwy,Restaurant License,FoodServices,2025-05-31,Central Southwest,6.0,48216,2669,W,Vernor,Hwy,10000211.,241463,-83.080044,42.326316,154,-9248428.19316276,5209986.02561165
BUS1990-00086,J & J CONEY ISLAND RESTAURANT,7220 W Vernor Hwy,Restaurant License,FoodServices,2025-05-31,Springwells,6.0,48209,7220,W,Vernor,Hwy,18001416.,349792,-83.1216645,42.313914,155,-9253061.36602932,5208118.8439888
BUS1989-01460,,18445 Scarsdale St,Restaurant License,FoodServices,2025-05-31,North Rosedale Park,1.0,48223,18445,,Scarsdale,St,22011857-60,122432,-83.223135,42.406335,156,-9264357.01041986,5222042.13702776
BUS1988-00147,GRATIOT PETRO MART LLC,8031 Gratiot Ave,Retailer License,Retail,2025-08-31,Gratiot Town/Kettering,5.0,48213,8031,,Gratiot,Ave,17000692-3,79609,-83.01456,42.379614,157,-9241138.54762766,5218014.49306376
BUS1987-01496,JMJ LODGING INC,1316 E Jefferson Ave,Parking Lot License,LPTV,2026-01-31,Rivertown,5.0,48207,1316,E,Jefferson,Ave,05000055-8,239209,-83.033388,42.333048,158,-9243234.47100031,5210999.71519958
BUS1987-01972,OLYMPIC GRILLE INC,4860 Cass Ave,Restaurant License,FoodServices,2025-05-31,Midtown,6.0,,4860,,Cass,Ave,02002128.,545236,-83.066067,42.355863,159,-9246872.28063995,5214435.95438479
BUS1987-02009,PASSALACQUA CORP.,4222 2nd Ave,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Midtown,6.0,48201,4222,,2nd,Ave,02002366-8,233126,-83.065707,42.350346,160,-9246832.20562326,5213604.90727161
BUS1987-02502,LA NORIA BISTRO LLC,5517 Michigan Ave,Restaurant License,FoodServices,2025-05-31,Central Southwest,6.0,48210,5517,,Michigan,Ave,16001643-4,257573,-83.1109635,42.330933,161,-9251870.13615835,5210681.23151517
BUS1987-06128,"MICHIGAN LIVERNOIS STATION, INC.",4201 Livernois Ave,Gas Station License,GasStation,2025-08-31,Claytown,6.0,48210,4201,,Livernois,Ave,18002465-70,217084,-83.1211605,42.331491,162,-9253005.26100596,5210765.25595785
BUS1987-06161,WEST INDIAN AMERICAN ASSOCIATION,2015 E Seven Mile,Hall License,TheatreHallStadiumArena,2025-05-31,Nolan,3.0,48234,2015,E,Seven Mile,,09007747-52,291018,-83.0811645,42.4332,163,-9248552.9266522,5226093.21587909
BUS1997-01795,MOE APPLIANCES,15801 W Warren Ave,Second Hand Store License,SecondHandSales,2025-10-31,Warren Ave Community,7.0,48228,15801,W,Warren,Ave,22000076.,214024,-83.200032,42.34338,164,-9261785.19622407,5212555.69585493
BUS1996-01438,MAA GAS  & MORE INC,7931 Michigan Ave,Gas Station License,GasStation,2025-08-31,Claytown,6.0,48210,7931,,Michigan,Ave,20004501-5,350012,-83.1405825,42.33096,165,-9255167.30815615,5210685.29719685
BUS1994-00806,"ROYAL CAR CENTER, INC.",16630 W Warren Ave,Second Hand Store License,SecondHandSales,2025-10-31,Warren Ave Community,7.0,48228,16630,W,Warren,Ave,22000811-20,215812,-83.2089195,42.343866,166,-9262774.54819849,5212628.89287886
BUS1993-00350,"MO & SONS MART, INC.",9100 Chalmers St,Gas Station License,GasStation,2025-08-31,Outer Drive-Hayes,4.0,48213,9100,,Chalmers,St,21055483.,350343,-82.964619,42.405705,167,-9235579.14093795,5221947.15767716
BUS1993-00487,"WHITE CASTLE SYSTEM, INC.",8811 Greenfield Rd,Restaurant License,FoodServices,2026-05-31,Joy Community,7.0,48228,8811,,Greenfield,Rd,22003044.003,216139,-83.1974535,42.358464,168,-9261498.15891706,5214827.7784109
BUS1994-01206,CS PARKING INC,2970 W Grand St,Parking Lot License,LPTV,2026-01-31,Oakman Blvd Community,2.0,48202,2970,W,Grand,St,12004682.,534791,-83.127231,42.393348,169,-9253681.02597483,5220084.39834841
BUS1993-01258,7 MILE & DEQUINDRE MINI MART INC.,1901 E Seven Mile,Gas Station License,GasStation,2025-08-31,Nolan,3.0,48234,1901,E,Seven Mile,,09007737.,291017,-83.0824335,42.433245,170,-9248694.19108601,5226100.00306224
BUS1995-00055,"T M CONEY ISLAND, INC",9951 Gratiot Ave,Restaurant License,FoodServices,2025-05-31,Airport Sub,3.0,48213,9951,,Gratiot,Ave,19001733-4,284951,-83.0054655,42.393753,171,-9240126.15251864,5220145.44436976
BUS1992-01063,PRICE USED CARS & PARTS,11409 E Warren Ave,Second Hand Store License,SecondHandSales,2025-10-31,Conner Creek Industrial,4.0,48213,11409,E,Warren,Ave,21002682.001,350767,-82.983654,42.387678,172,-9237698.1074452,5219229.79540832
BUS1994-00151,DETROIT PETROLEUM & FOOD INC,10840 Fenkell St,Gas Station License,GasStation,2025-08-31,Bethune Community,2.0,48238,10840,,Fenkell,St,16007088-97,94992,-83.168856,42.402564,173,-9258314.6997791,5221473.63200374
BUS2001-01007,15439 EXPRESS INC,15429 Schoolcraft St,Gas Station License,GasStation,2025-08-31,Schoolcraft Southfield,1.0,,15429,,Schoolcraft,St,22008692-4,545474,-83.1976785,42.386832,174,-9261523.20580248,5219102.28984179
BUS2001-00475,GRANDY'S CONEY ISLAND,1200 Holbrook St,Restaurant License,FoodServices,2025-05-31,North End,5.0,48211,1200,,Holbrook,St,05002963-8,345782,-83.068884,42.385851,175,-9247185.86764551,5218954.4397938
BUS2000-00528,"ODM PARKING, LLC",143 W Montcalm St,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48201,143,W,Montcalm,St,02000458-61,433153,-83.054799,42.337593,176,-9245617.93261769,5211684.152547
BUS1999-01468,REGENCY MOTEL INC,11560 Harper Ave,Hotel License,Lodging,2025-06-30,Ravendale,4.0,48213,11560,,Harper,Ave,21004075.,226999,-82.987875,42.39729,177,-9238167.98701584,5220678.59636696
BUS1999-00993,,6835 Michigan Ave,Retailer License,Retail,2025-08-31,Claytown,6.0,48210,6835,,Michigan,Ave,18002319.,215298,-83.127483,42.330429,178,-9253709.07848651,5210605.33911086
BUS1998-01287,"HARBORTOWN MARKET, INC.",3472 E Jefferson Ave,Restaurant License,FoodServices,2025-05-31,Rivertown,5.0,48207,3472,E,Jefferson,Ave,13000116.002,349055,-83.0129535,42.34167,179,-9240959.7128657,5212298.15526839
BUS1999-00474,"PEOPLES ENTERPRISES, INC.",17461 Telegraph Rd,Retailer License,Retail,2025-08-31,The Eye,1.0,48219,17461,,Telegraph,Rd,22122627-37,107047,-83.277864,42.419016,180,-9270449.41483149,5223954.13854075
BUS1999-01244,BRAILE MINI MART LLC,20630 W Seven Mile,Gas Station License,GasStation,2025-08-31,Evergreen Lahser 7/8,1.0,48219,20630,W,Seven Mile,,22016897-902,111265,-83.2457565,42.429762,181,-9266875.22428084,5225574.68949452
BUS2018-00331,"WAYNE AUTO PARTS, INC.",14000 Schoolcraft St,Second Hand Store License,SecondHandSales,2025-10-31,Grand River-I96,7.0,48227,14000,,Schoolcraft,St,22034058.002L,215658,-83.182464,42.388308,182,-9259829.53540981,5219324.74747841
BUS1989-01909,,13660 Wyoming St,Restaurant License,FoodServices,2026-05-31,Davison-Schoolcraft,7.0,48238,13660,,Wyoming,St,16037328.,181774,-83.1586455,42.3882,183,-9257178.07211835,5219308.469913
BUS1989-00608,TROTTIER INC,13109 W Eight Mile,Business Location License,SexuallyOriented,2025-05-31,Blackstone Park,2.0,48235,13109,W,Eight Mile,,22018570.,19188,-83.1757725,42.445053,184,-9259084.64103717,5227881.12836227
BUS1990-00258,CONSUMERS MARKETING INC,1461 Gratiot Ave,Parking Lot License,LPTV,2026-01-31,Eastern Market,5.0,48207,1461,,Gratiot,Ave,07000793.,262282,-83.0379825,42.34509,185,-9243745.92840076,5212813.24344622
BUS1989-01212,"AMERICAN CONEY ISLAND, INC.",115 MICHIGAN,Restaurant License,FoodServices,2026-05-31,,6.0,,115,,Michigan,Ave,,,-83.123867544059,42.331151946422,186,-9253306.60777217,5210714.20069349
BUS1990-00741,"HANDY PARKING, INC.",70 Cadillac Sq,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,70,,Cadillac,Sq,01000222.,471122,-83.0447595,42.33114,187,-9244500.34058987,5210712.40178597
BUS1989-01455,"DEARING COMPANY, INC.",2727 Russell St,Equipment License,Amusement,2025-05-31,Eastern Market,5.0,48207,2727,,Russell,St,05003450.000,258944,-83.0417355,42.34734,188,-9244163.71044971,5213152.13252893
BUS1988-00394,RYAN'S HUBBELL AUTO PARTS INC,9309 Hubbell St,Second Hand Store License,SecondHandSales,2025-10-31,We Care Community,7.0,48228,9309,,Hubbell,St,22040275.,216242,-83.187648,42.363126,189,-9260406.61565008,5215530.11950348
BUS1989-00012,"LONG AND SONS, LLC",1909 Mack Ave,Second Hand Store License,SecondHandSales,2025-10-31,Forest Park,5.0,48207,1909,,Mack,Ave,09001786.,538720,-83.0399985,42.354792,190,-9243970.3484942,5214274.61979351
BUS1987-02610,"A & A PARTY PLACE, INC.",11901 Gratiot Ave,Retailer License,Retail,2025-08-31,Gratiot-Findlay,4.0,48213,11901,,Gratiot,Ave,21028905-6,234574,-82.9934415,42.411609,191,-9238787.64696134,5222837.28729553
BUS1987-05497,TEMPLE BAR,2906 Cass Ave,Cabaret ABC or Bar Class C License,NightClub,2026-05-31,Midtown,6.0,48201,2906,,Cass,Ave,02002061.,220903,-83.058471,42.342183,192,-9246026.69778788,5212375.41670889
BUS1987-00660,"EAST JEFFERSON MOBIL, INC",2010 E Jefferson Ave,Gas Station License,GasStation,2025-08-31,Rivertown,5.0,48207,2010,E,Jefferson,Ave,09000089.,239226,-83.0263635,42.33618,193,-9242452.50723724,5211471.36177601
BUS1996-00701,STERLING RENTAL INC,19100 John R St,Second Hand Store License,SecondHandSales,2025-10-31,Penrose,2.0,48203,19100,,John R,St,01008926.,347650,-83.1018915,42.432957,194,-9250860.24573787,5226056.56517432
BUS1998-00890,"DEARBORN TOTATL AUTOMOTIVE,INC.",24841 Grand River Ave,Second Hand Store License,SecondHandSales,2025-10-31,The Eye,1.0,48219,24841,W,Grand River,Ave,22007634-45,107126,-83.2865985,42.427548,195,-9271421.73492382,5225240.78441677
BUS1996-01663,WINE BASKET,16450 E Warren Ave,Restaurant License,FoodServices,2025-05-31,Morningside,4.0,48224,16450,E,Warren,Ave,21002325.,352085,-82.936773,42.403221,196,-9232479.33839732,5221572.67696033
BUS1994-00742,THE RAVEN LOUNGE & RESTAURANT,5145 Chene St,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Poletown East,5.0,48211,5145,,Chene,St,09003762.,349406,-83.0419425,42.366924,197,-9244186.7535843,5216102.33551954
BUS1991-01428,PLAYER'S ENTERPRISES INC,13710 E Eight Mile,Business Location License,SexuallyOriented,2026-05-31,Mohican Regent,3.0,48205,13710,E,Eight Mile,,21028249-56,183630,-82.983474,42.449148,198,-9237678.06993686,5228498.89884108
BUS1994-01015,,6349 E McNichols Rd,Restaurant License,FoodServices,2025-05-31,Grant,3.0,48212,6349,E,McNichols,Rd,15003343.,262565,-83.0372895,42.419394,199,-9243668.78399364,5224011.13813247
BUS1995-01155,WHITE CASTLE SYSTEM INC,6370 Woodward Ave,Restaurant License,FoodServices,2026-05-31,Milwaukee Junction,5.0,,6370,,Woodward,Ave,01004273.001,545160,-83.0713185,42.368418,200,-9247456.87494585,5216327.43471283
BUS1994-01294,"20400 GRAND RIVER, L.L.C.",20400 Grand River Ave,Gas Station License,GasStation,2025-08-31,McNichols Evergreen,1.0,48219,20400,,Grand River,Ave,22007921-7,127261,-83.242404,42.410736,201,-9266502.02568796,5222705.66224126
BUS1995-00195,"APG PARKING, INC.",241 Bagley St,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,241,,Bagley,St,02000322.,425018,-83.0527335,42.334227,202,-9245388.00220945,5211177.25756216
BUS1992-00818,6 MILE/GUNSTON SUNOCO,11622 E McNichols Rd,Gas Station License,GasStation,2025-08-31,LaSalle College Park,4.0,48205,11622,E,McNichols,Rd,21020095-100,229073,-83.003319,42.419889,203,-9239887.20523165,5224085.78097456
BUS1992-00869,"RIVERTOWN PIZZAPAPALIS, L.L.C.",3171 E Jefferson Ave,Restaurant License,FoodServices,2025-05-31,Elmwood Park,5.0,48207,3171,E,Jefferson,Ave,13000139-43,348979,-83.016918,42.341103,204,-9241401.03898695,5212212.76177809
BUS2000-00712,B.B.'S DINER,5223 E Seven Mile,Restaurant License,FoodServices,2025-05-31,Farwell,3.0,48234,5223,E,Seven Mile,,13008571-2,349427,-83.050974,42.433587,205,-9245192.1355654,5226151.5858134
BUS2001-00093,PARK-RITE INC.,707 E Lafayette St,Parking Lot License,LPTV,2026-01-31,Greektown,5.0,48226,707,E,Lafayette,St,03000174-86,16429,-83.039013,42.335766,206,-9243860.64313602,5211409.01634111
BUS1999-00014,GTV ENTERPRISES INC,1228 Randolph St,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Greektown,5.0,48226,1228,,Randolph,St,01003929-30,12311,-83.0447325,42.334578,207,-9244497.33496362,5211230.1143283
BUS2000-00515,"ODM PARKING, LLC",2130 Cass Ave,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48201,2130,,Cass,Ave,02002043.,488488,-83.055276,42.336603,208,-9245671.0320148,5211535.06297036
